1606731308415375000,-4.8475,0.1575,2.66,-0.016226,0.997289,-0.035136
1606731308416555000,-4.87375,0.2275,2.61625,-0.021106,0.999912,-0.039528
1606731308417755000,-4.94375,0.35875,2.61625,-0.016714,1.00577,-0.035319
1606731308418975000,-4.68125,0.39375,2.52,-0.016958,1.00577,-0.03538
1606731308420195000,-4.865,0.37625,2.3625,-0.018605,1.00473,-0.036966
1606731308421415000,-4.8475,0.41125,2.24,-0.020008,1.00253,-0.03538
1606731308422635000,-4.9525,0.42875,2.24875,-0.02318,0.999241,-0.036661
1606731308423855000,-4.9,0.385,2.24875,-0.019581,1.00144,-0.036661
1606731308425075000,-4.83875,0.32375,2.205,-0.016897,1.00253,-0.033428
1606731308426255000,-4.6025,0.46375,2.0125,-0.018239,1.00174,-0.033367
1606731308427435000,-4.7425,0.2625,1.96,-0.016348,1.004,-0.038125
1606731308428635000,-4.94375,0.44625,1.96875,-0.017812,1.00382,-0.037515
1606731308429855000,-4.99625,0.44625,1.8025,-0.014518,1.00333,-0.035136
1606731308431075000,-5.08375,0.51625,1.61,-0.014213,1.00089,-0.036173
1606731308432255000,-5.18875,0.5425,1.51375,-0.018422,0.993934,-0.034099
1606731308433455000,-5.425,0.46375,1.3825,-0.021106,0.987346,-0.04148
1606731308434675000,-5.80125,0.35,1.25125,-0.015677,0.989908,-0.038857
1606731308435835000,-5.80125,0.49,1.11125,-0.014884,0.989481,-0.035136
1606731308436995000,-5.88875,0.53375,1.09375,-0.011163,0.987407,-0.035624
1606731308438155000,-6.02,0.41125,0.97125,-0.009638,0.984113,-0.041968
1606731308439335000,-5.74,0.56875,1.1025,-0.011956,0.981246,-0.042456
1606731308440495000,-5.78375,0.4375,1.11125,-0.006771,0.987285,-0.04026
1606731308441655000,-5.7575,0.2625,1.015,-0.010004,0.987224,-0.037515
1606731308442795000,-5.53,0.4725,0.90125,-0.012871,0.985943,-0.035014
1606731308443955000,-5.5475,0.46375,0.86625,-0.010309,0.986065,-0.036844
1606731308445115000,-5.5125,0.4375,0.97125,-0.007381,0.988078,-0.035258
1606731308446255000,-5.53875,0.49,1.1725,-0.005978,0.991006,-0.036478
1606731308447415000,-5.43375,0.44625,1.1025,-0.001403,0.995947,-0.037881
1606731308448555000,-5.38125,0.37625,1.18125,0.000549,0.992958,-0.040138
1606731308449715000,-5.425,0.46375,1.19,-0.001891,0.993324,-0.041846
1606731308450855000,-5.46875,0.4025,1.19,0.000122,0.99186,-0.038796
1606731308452035000,-5.41625,0.385,1.295,-0.00122,0.992592,-0.039528
1606731308453215000,-5.4425,0.39375,1.505,-0.001586,0.991738,-0.03721
1606731308454415000,-5.53,0.41125,1.505,-0.001342,0.985821,-0.041053
1606731308455635000,-5.43375,0.51625,1.5925,0.000427,0.98454,-0.042944
1606731308456835000,-5.3375,0.5775,1.56625,-0.001464,0.98393,-0.046055
1606731308458055000,-5.27625,0.5425,1.63625,0.00427,0.98454,-0.044774
1606731308459275000,-5.32,0.4725,1.8375,0.000854,0.986248,-0.045018
1606731308460475000,-5.39,0.28,1.88125,0.001464,0.987407,-0.043249
1606731308461655000,-5.36375,0.1225,1.8725,-0.00122,0.987773,-0.042822
1606731308462895000,-5.25875,0.18375,2.1525,-0.000976,0.988688,-0.044835
1606731308464175000,-5.2325,0.3675,2.21375,0.00244,0.989786,-0.039589
1606731308465415000,-5.18,0.35,2.205,0.000183,0.987834,-0.043554
1606731308466635000,-5.25,0.2975,2.205,0.000976,0.986858,-0.045323
1606731308467855000,-5.0225,0.21,2.14375,-0.000671,0.9882,-0.048129
1606731308469075000,-5.18,0.18375,2.275,-0.003111,0.991067,-0.044957
1606731308470255000,-5.3725,0.14875,2.30125,-0.003111,0.991738,-0.03721
1606731308471455000,-5.25,0.14,2.26625,-0.006405,0.993324,-0.038735
1606731308472615000,-5.3375,0.07875,2.10875,-0.003965,0.984662,-0.04392
1606731308473775000,-5.22375,0.07,2.21375,-0.004209,0.984113,-0.047214
1606731308474935000,-4.97,0.25375,2.33625,-0.002867,0.984723,-0.045018
1606731308476075000,-4.48,0.46375,2.415,-0.001891,0.990274,-0.043371
1606731308477235000,-4.59375,0.4025,2.42375,-0.001281,0.99186,-0.044835
1606731308478395000,-4.7775,0.28,2.37125,-0.003233,0.9943,-0.044957
1606731308479535000,-4.9,0.245,2.2575,-0.001891,0.996801,-0.044774
1606731308480695000,-4.97875,0.28,2.31875,-0.004331,0.994971,-0.04331
1606731308481835000,-4.96125,0.2275,2.345,-0.006893,0.994666,-0.041419
1606731308483015000,-4.87375,0.1575,2.52,-0.010858,0.989542,-0.040626
1606731308484175000,-4.94375,0.00875,2.52,-0.009028,0.98637,-0.041236
1606731308485315000,-4.6725,0.04375,2.47625,-0.009089,0.987285,-0.044713
1606731308486515000,-4.62875,0.035,2.52,-0.005917,0.990457,-0.041541
1606731308487675000,-4.6725,0.0875,2.345,-0.005612,0.995032,-0.040382
1606731308488875000,-4.7075,0.1575,2.3275,-0.008784,0.990274,-0.044713
1606731308490055000,-4.62875,0.14,2.345,-0.009516,0.990518,-0.040992
1606731308491275000,-4.66375,0.23625,2.38875,-0.013054,0.988139,-0.040443
1606731308492475000,-4.865,0.2975,2.5375,-0.010553,0.991372,-0.039955
1606731308493675000,-4.6725,0.27125,2.58125,-0.007503,0.990701,-0.038796
1606731308494875000,-4.76875,0.16625,2.625,-0.011651,0.988444,-0.036051
1606731308496075000,-4.935,-0.07875,2.51125,-0.01098,0.992531,-0.039284
1606731308497255000,-4.64625,-0.0875,2.40625,-0.010248,0.998509,-0.035502
1606731308498455000,-4.62875,0.07875,2.28375,-0.013298,0.999546,-0.036539
1606731308499655000,-4.41,0.13125,2.38875,-0.014945,0.997106,-0.035807
1606731308500875000,-4.6725,0.06125,2.42375,-0.018727,0.990945,-0.037149
1606731308502095000,-4.6375,0.1225,2.38875,-0.016226,0.991189,-0.036295
1606731308503315000,-4.69875,0.2625,2.31875,-0.012749,0.994239,-0.034526
1606731308504515000,-4.66375,0.41125,2.33625,-0.013176,0.996191,-0.032635
1606731308505735000,-4.7775,0.32375,2.26625,-0.009699,0.995093,-0.036844
1606731308506935000,-5.13625,0.34125,2.16125,-0.013969,0.989237,-0.041114
1606731308508095000,-5.32875,0.32375,2.065,-0.014457,0.99064,-0.036661
1606731308509255000,-5.215,0.25375,2.05625,-0.012078,0.991677,-0.033123
1606731308510435000,-5.10125,0.1925,2.09125,-0.016592,0.990518,-0.031232
1606731308511615000,-4.97875,0.14,2.19625,-0.019337,0.985455,-0.033855
1606731308512755000,-4.87375,0.28875,2.14375,-0.014457,0.988932,-0.036112
1606731308513915000,-5.15375,0.315,2.05625,-0.013115,0.992836,-0.035014
1606731308515075000,-5.25875,0.30625,1.995,-0.010309,0.994605,-0.037454
1606731308516215000,-5.3375,0.2275,1.96,-0.012017,0.996191,-0.037088
1606731308517375000,-5.565,0.1575,1.8725,-0.013176,0.995825,-0.034892
1606731308518515000,-5.705,0.035,1.8375,-0.019947,0.992104,-0.039772
1606731308519675000,-5.48625,-0.0525,1.75875,-0.013603,0.99857,-0.038064
1606731308520815000,-5.46,0.00875,1.74125,-0.017507,0.996984,-0.038308
1606731308521975000,-5.60875,0.02625,1.67125,-0.018056,0.996008,-0.031598
1606731308523135000,-5.66125,0.2275,1.65375,-0.015067,0.989969,-0.04026
1606731308524315000,-5.495,0.2975,1.63625,-0.01403,0.991189,-0.043676
1606731308525515000,-5.53875,0.28875,1.6625,-0.010431,0.991921,-0.041968
1606731308526755000,-5.43375,0.23625,1.6975,-0.013054,0.992592,-0.040138
1606731308527975000,-5.43375,0.1925,1.6975,-0.010858,0.995276,-0.038064
1606731308529195000,-5.60875,0.23625,1.65375,-0.012749,0.995215,-0.040565
1606731308530415000,-5.43375,0.2275,1.65375,-0.014091,0.995093,-0.03782
1606731308531615000,-5.3025,0.21875,1.75,-0.013786,0.99674,-0.036539
1606731308532795000,-5.3025,0.175,1.82,-0.00976,0.995581,-0.033428
1606731308534095000,-5.075,0.1925,1.56625,-0.008967,0.994239,-0.038003
1606731308535315000,-5.0225,0.2275,1.58375,-0.005063,0.990945,-0.041907
1606731308536535000,-5.10125,0.3325,1.68875,-0.009699,0.992287,-0.0427
1606731308537755000,-5.38125,0.39375,1.81125,-0.01281,0.992409,-0.037393
1606731308538975000,-5.5125,0.385,1.82875,-0.013359,0.991128,-0.037942
1606731308540195000,-5.55625,0.28,1.82875,-0.01647,0.985028,-0.040687
1606731308541415000,-5.3025,0.21875,1.82875,-0.011895,0.982954,-0.039101
1606731308542615000,-5.27625,0.35875,1.9075,-0.008235,0.98271,-0.039467
1606731308543775000,-5.18,0.2975,1.8025,-0.00549,0.987102,-0.038918
1606731308544935000,-4.865,0.16625,1.82,-0.004453,0.991311,-0.039467
1606731308546095000,-4.83,0.2975,1.98625,-0.008967,0.993873,-0.040199
1606731308547235000,-4.9175,0.315,2.03875,-0.009577,0.996069,-0.037698
1606731308548395000,-5.01375,0.245,2.19625,-0.008235,0.997472,-0.03477
1606731308549535000,-5.0925,0.34125,2.30125,-0.010248,0.996496,-0.032086
1606731308550695000,-5.04875,0.30625,2.2925,-0.012383,0.994727,-0.036844
1606731308551835000,-5.15375,0.3325,2.2925,-0.013603,0.989542,-0.035197
1606731308552995000,-5.1625,0.27125,2.2925,-0.013298,0.987956,-0.038369
1606731308554135000,-5.0225,0.2275,2.31,-0.012444,0.99186,-0.03721
1606731308555295000,-4.97,0.27125,2.30125,-0.00854,0.99552,-0.038125
1606731308556455000,-4.83875,0.2975,2.275,-0.011285,0.993385,-0.036112
1606731308557635000,-4.5675,0.3325,2.37125,-0.013908,0.988261,-0.039833
1606731308558795000,-4.725,0.28,2.3975,-0.013969,0.985028,-0.041297
1606731308559995000,-4.6725,0.42,2.3975,-0.010248,0.98393,-0.03538
1606731308561175000,-4.6025,0.315,2.35375,-0.012078,0.983747,-0.036051
1606731308562415000,-4.57625,0.315,2.31875,-0.012932,0.983381,-0.033672
