1611211437028717056,0,0
1611211437048582144,0,0
1611211437068653056,0,0
1611211437088669184,0,0
1611211437108572928,0,0
1611211437128563968,0,0
1611211437148591104,0,0
1611211437168623872,0,0
1611211437188626944,0,0
1611211437208643072,0,0
1611211437228739072,0,0
1611211437248567040,0,0
1611211437268662016,0,0
1611211437288534016,0,0
1611211437308598016,0,0
1611211437328577024,0,0
1611211437348526080,0,0
1611211437368596992,0,0
1611211437388626944,0,0
1611211437408609024,0,0
1611211437428641024,0,0
1611211437448793856,0,0
1611211437468595968,0,0
1611211437488528128,0,0
1611211437508542976,0,0
1611211437528583168,0,0
1611211437548680960,0,0
1611211437568763136,0,0
1611211437588625920,0,0
1611211437608547840,0,0
1611211437628560896,0,0
1611211437648534016,0,0
1611211437668580096,0,0
1611211437688596992,0,0
1611211437708595968,0,0
1611211437728571904,0,0
1611211437748642048,0,0
1611211437768608000,0,0
1611211437788666112,0,0
1611211437808720128,0,0
1611211437828603904,0,0
1611211437848707840,0,0
1611211437868640000,0,0
1611211437888608000,0,0
1611211437908633088,0,0
1611211437928546048,0,0
1611211437948556032,0,0
1611211437968610048,0,0
1611211437988606976,0,0
1611211438008584960,0,0
1611211438028583168,0,0
1611211438048562176,0,0
1611211438068700160,0,0
1611211438088648960,0,0
1611211438108724992,0,0
1611211438128560128,0,0
1611211438148595200,0,0
1611211438168637952,0,0
1611211438188592896,0,0
1611211438208856064,0,0
1611211438228574976,0,0
1611211438248585984,0,0
1611211438268649984,0,0
1611211438288652032,0,0
1611211438308545024,0,0
1611211438328844032,0,0
1611211438349168128,0,0
1611211438368676864,0,0
1611211438388603904,0,0
1611211438408591872,0,0
1611211438428540928,0,0
1611211438448546048,0,0
1611211438468579072,0,0
1611211438488801024,0,0
1611211438508603136,0,0
1611211438528538880,0,0
1611211438548528896,0,0
1611211438568581120,0,0
1611211438588540928,0,0
1611211438608564992,0,0
1611211438628567040,0,0
1611211438648709888,0,0
1611211438668611072,0,0
1611211438688567040,0,0
1611211438708576000,0,0
1611211438728566784,0,0
1611211438748604928,0,0
1611211438768560896,0,0
1611211438788537088,0,0
1611211438808728832,0,0
1611211438828572160,0,0
